0,16,1
17,1,16
1,17,2
18,2,17
2,18,3
19,3,18
3,19,4
20,4,19
4,20,5
21,5,20
5,21,6
22,6,21
6,22,7
23,7,22
7,23,8
24,8,23
8,24,9
25,9,24
9,25,10
26,10,25
10,26,11
27,11,26
11,27,12
28,12,27
12,28,13
29,13,28
13,29,14
30,14,29
14,30,15
31,15,30
15,31,0
16,0,31
16,32,17
33,17,32
17,33,18
34,18,33
18,34,19
35,19,34
19,35,20
36,20,35
20,36,21
37,21,36
21,37,22
38,22,37
22,38,23
39,23,38
23,39,24
40,24,39
24,40,25
41,25,40
25,41,26
42,26,41
26,42,27
43,27,42
27,43,28
44,28,43
28,44,29
45,29,44
29,45,30
46,30,45
30,46,31
47,31,46
31,47,16
32,16,47
32,48,33
49,33,48
33,49,34
50,34,49
34,50,35
51,35,50
35,51,36
52,36,51
36,52,37
53,37,52
37,53,38
54,38,53
38,54,39
55,39,54
39,55,40
56,40,55
40,56,41
57,41,56
41,57,42
58,42,57
42,58,43
59,43,58
43,59,44
60,44,59
44,60,45
61,45,60
45,61,46
62,46,61
46,62,47
63,47,62
47,63,32
48,32,63
48,64,49
65,49,64
49,65,50
66,50,65
50,66,51
67,51,66
51,67,52
68,52,67
52,68,53
69,53,68
53,69,54
70,54,69
54,70,55
71,55,70
55,71,56
72,56,71
56,72,57
73,57,72
57,73,58
74,58,73
58,74,59
75,59,74
59,75,60
76,60,75
60,76,61
77,61,76
61,77,62
78,62,77
62,78,63
79,63,78
63,79,48
64,48,79
64,80,65
81,65,80
65,81,66
82,66,81
66,82,67
83,67,82
67,83,68
84,68,83
68,84,69
85,69,84
69,85,70
86,70,85
70,86,71
87,71,86
71,87,72
88,72,87
72,88,73
89,73,88
73,89,74
90,74,89
74,90,75
91,75,90
75,91,76
92,76,91
76,92,77
93,77,92
77,93,78
94,78,93
78,94,79
95,79,94
79,95,64
80,64,95
96,112,97
113,97,112
97,113,98
114,98,113
98,114,99
115,99,114
99,115,100
116,100,115
100,116,101
117,101,116
101,117,102
118,102,117
102,118,103
119,103,118
103,119,104
120,104,119
104,120,105
121,105,120
105,121,106
122,106,121
106,122,107
123,107,122
107,123,108
124,108,123
108,124,109
125,109,124
109,125,110
126,110,125
110,126,111
127,111,126
111,127,96
112,96,127
112,128,113
129,113,128
113,129,114
130,114,129
114,130,115
131,115,130
115,131,116
132,116,131
116,132,117
133,117,132
117,133,118
134,118,133
118,134,119
135,119,134
119,135,120
136,120,135
120,136,121
137,121,136
121,137,122
138,122,137
122,138,123
139,123,138
123,139,124
140,124,139
124,140,125
141,125,140
125,141,126
142,126,141
126,142,127
143,127,142
127,143,112
128,112,143
128,144,129
145,129,144
129,145,130
146,130,145
130,146,131
147,131,146
131,147,132
148,132,147
132,148,133
149,133,148
133,149,134
150,134,149
134,150,135
151,135,150
135,151,136
152,136,151
136,152,137
153,137,152
137,153,138
154,138,153
138,154,139
155,139,154
139,155,140
156,140,155
140,156,141
157,141,156
141,157,142
158,142,157
142,158,143
159,143,158
143,159,128
144,128,159
144,160,145
161,145,160
145,161,146
162,146,161
146,162,147
163,147,162
147,163,148
164,148,163
148,164,149
165,149,164
149,165,150
166,150,165
150,166,151
167,151,166
151,167,152
168,152,167
152,168,153
169,153,168
153,169,154
170,154,169
154,170,155
171,155,170
155,171,156
172,156,171
156,172,157
173,157,172
157,173,158
174,158,173
158,174,159
175,159,174
159,175,144
160,144,175
160,176,161
177,161,176
161,177,162
178,162,177
162,178,163
179,163,178
163,179,164
180,164,179
164,180,165
181,165,180
165,181,166
182,166,181
166,182,167
183,167,182
167,183,168
184,168,183
168,184,169
185,169,184
169,185,170
186,170,185
170,186,171
187,171,186
171,187,172
188,172,187
172,188,173
189,173,188
173,189,174
190,174,189
174,190,175
191,175,190
175,191,160
176,160,191
